distance;prr;successes;opportunities
50,000000;1,000000;1043;1043
100,000000;0,986289;1079;1094
150,000000;0,972923;1042;1071
200,000000;0,950846;1180;1241
250,000000;0,801664;1156;1442
300,000000;0,910832;1379;1514
350,000000;0,891245;1639;1839
400,000000;0,897126;1779;1983
450,000000;0,827254;1633;1974
500,000000;0,589980;1154;1956
550,000000;0,602926;1195;1982
600,000000;0,446649;833;1865
650,000000;0,290134;497;1713
700,000000;0,149970;253;1687
750,000000;0,105226;149;1416
800,000000;0,048179;82;1702
850,000000;0,010366;19;1833
900,000000;0,003918;9;2297
950,000000;0,001071;3;2800
1000,000000;0,000338;1;2955
1050,000000;0,000000;0;3
1100,000000;0,000000;0;0
1150,000000;0,000000;0;0
1200,000000;0,000000;0;0
1250,000000;0,000000;0;0
1300,000000;0,000000;0;0
1350,000000;0,000000;0;0
1400,000000;0,000000;0;0
1450,000000;0,000000;0;0
1500,000000;0,000000;0;0
1550,000000;0,000000;0;0
